NORAD_CAT_ID,RCS
15390,3.767
15392,9.6188
15398,1.9363
15399,4.485
15427,4.297
15469,1.0618
15471,1.023
15475,5.735
15482,2.086
15483,4.5157
15494,6.507999999999999
15495,3.0589999999999997
15505,2.5222
15506,3.966
15516,4.8425
15517,4.6003
15562,23.35
15592,6.7589999999999995
15593,4.0084
15595,9.0239
15596,2.2109
15597,2.003
15598,4.0083
15625,5.6998
15644,3.12
15680,6.8436
15751,1.5155
15752,4.3622
15755,12.1965
15772,13.142000000000001
15821,9.8473
15822,4.5508
15874,15.84
15889,7.1526
15890,4.2565
15930,2.4738
15935,1.1459
15936,1.5246
15944,8.713
15945,4.252
15986,2.2783
16001,3.7968
16011,2.0304
16012,5.3374
16111,5.138
16138,1.1019
16139,1.0052
16144,5.8676
16181,3.3325
16182,10.9102
16191,4.4356
16194,4.5
16229,2.7460000000000004
16262,7.3663
16263,4.3822
16291,2.1566
16292,4.103
16326,7.5043
16327,4.1693
16368,2.0655
16369,3.9933
16408,4.0079
16409,4.3856
16457,5.5277
16493,2.0469999999999997
16494,4.1175
16495,8.384
16496,4.0562
16510,1.4617
16511,4.0148
16528,10.43
16593,8.1501
16594,4.8999
16611,7.507999999999999
16612,3.9534
16613,7.279
16614,2.6891
16615,6.6005
16647,2.3071
16681,1.8549
16682,4.1614
16719,7.7814
16720,3.313
16727,2.114
16728,4.3241
16735,4.1836
16736,4.8645
16766,5.9334
16791,7.2754
16792,4.4704
16798,2.053
16799,4.8416
16860,2.1897
16864,4.273
16865,4.6204
16881,8.2879
16882,4.2918
16908,4.228
16910,11.34
16917,2.1122
16952,1.9980000000000002
16953,5.4265
16969,4.165
16986,8.375
16987,4.3958
16993,9.0832
17066,1.8805
17067,4.5867
17070,1.3714
17129,5.2364
17146,6.4236
17159,2.13
17160,4.2444
17177,9.4257
17178,4.6217
17191,8.2005
17192,4.019
17239,2.052
17240,4.218999999999999
17241,6.8667
17242,4.456
17290,3.783
17291,4.414
17295,6.9447
17296,4.1160000000000005
17303,2.0525
17304,4.383
17359,1.4819
17360,4.289
17369,3.4055
17525,2.0848
17526,4.112
17527,3.1767
17528,8.3466
17535,12.8194
17536,5.6926
17566,8.2041
17567,4.099
17583,1.1357
17584,1.1105
17585,1.0489
17586,1.095
17587,1.0495
17588,5.0659
17589,4.1063
17590,8.4627
17911,7.9179
17912,4.4461
17973,15.0575
17974,9.0503
18095,1.9468
18096,5.1321
18121,6.0226
18122,2.2887
18123,2.96
18129,1.6879
18130,4.7
18152,7.733
18153,4.3795
18160,2.1112
18161,4.5283
18187,3.293
18214,8.8445
18215,4.0192
18312,4.3174
18313,4.7410000000000005
18334,1.0265
18335,1.0499
18337,1.045
18338,1.0822
18340,6.1176
18361,1.4209
18362,1.37
18402,2.0374
18403,4.4904
18421,6.3995
18422,4.4152
18585,2.1114
18586,4.2642
18665,2.8438
18709,2.1087
18710,5.8487
18748,8.6292
18749,4.2105
18765,1.035
18788,1.0629
18789,1.06
18790,1.0959999999999999
18791,1.097
18793,1.1104
18794,4.6887
18820,5.0379
18821,3.9221
18822,3.341
18945,5.896
18957,2.205
18958,6.947
18959,3.872
18960,3.5011
18961,6.0769
18985,2.4426
18986,3.9392
19038,2.0794
19039,4.5941
19046,5.6314
19070,1.4319
19071,1.5025
19119,10.7287
19120,10.008
19122,1.16
19195,10.0946
19196,4.9866
19210,8.1311
19211,3.8216
19223,1.8326
19256,1.9493
19257,4.1610000000000005
19274,8.6418
19275,4.3875
19324,2.2582
19325,4.783
19336,6.1205
19337,4.56
19419,1.3129
19420,1.3326
19467,2.086
19468,8.8997
19531,3.8291
19573,5.0143
19574,4.495
19622,10.21
19649,11.2461
19650,11.3883
19769,2.0094
19770,4.0333
19785,1.1011
19786,1.1320000000000001
19787,1.0388
19788,1.0289
19789,1.0352
19791,4.1930000000000005
19822,2.9878
19826,2.0138
19827,4.5364
19851,4.522
19852,4.3260000000000005
19884,10.446
19910,5.4637
19920,10.1097
19921,1.9763
19922,4.2198
20045,2.2230000000000003
20046,4.546
20103,2.0191
20104,4.4044
20149,2.0789
20150,4.2469
20170,12.59
20196,8.8391
20197,4.8333
20232,1.078
20233,1.0982
20234,1.1122
20235,1.1159999999999999
20236,1.0075
20237,1.1520000000000001
20238,5.3727
20261,7.039
20262,4.4193
20303,9.3651
20305,6.1716
20306,4.8967
20322,11.2647
20323,8.3925
20411,3.6536
20432,1.9961
20433,5.303999999999999
20436,6.2170000000000005
20443,9.736
20453,9.5315
20465,8.6028
20466,4.231
20478,2.9616
20488,7.4328
20491,7.8917
20508,2.2969999999999997
20509,5.6069
20510,8.6034
20511,4.1323
20527,2.0055
20528,5.0342
20557,6.1248
20559,9.17
20571,9.9472
20577,2.0642
20578,4.2632
20580,28.0799
20624,10.7604
20625,12.3842
20663,6.7111
20666,4.32
20670,3.8759
20671,4.4876
20717,31.18
20720,10.225
20721,4.7927
20735,1.067
20736,1.1108
20737,1.1038
20738,1.0711
20739,1.0409
20740,1.0371
20741,5.872000000000001
20763,9.9491
20774,2.9418
20775,5.7465
20788,2.5987
20791,7.2438
20804,1.9028
20805,4.551
20826,4.4279
20827,4.1984
20847,1.194
20849,1.1938
20855,7.0145
20978,3.8911
21014,2.1618
21015,5.7404
21028,1.1158
21029,1.0963
21030,1.0036
21031,1.1161
21032,1.0447
21033,1.0843
21034,4.8029
21048,10.2294
21087,1.6637
21088,4.54
21089,1.7522
21090,4.5621
21108,5.3289
21130,2.3435
21131,5.3473
21151,2.9002
21152,2.362
21153,4.6911
21228,10.345
21230,1.9052
21231,5.6704
21232,6.3715
21233,4.6355
21263,2.9934
21276,1.6982
21299,1.0246
21301,1.0598
21302,1.1083
21303,1.0502
21304,1.0784
21305,4.8646
21393,9.615
21397,8.213
21398,4.4086
21418,1.9503
21419,4.2565
21422,5.6699
21423,4.281000000000001
21574,10.3234
21610,14.2265
21655,4.7754
21656,4.6596
21666,2.1401
21667,4.1298
21688,3.6711
21689,5.9697
21728,1.0190000000000001
21729,1.0662
21730,1.0531
21731,1.0170000000000001
21732,1.0428
21733,1.0751
21734,6.7073
21779,1.1476
21780,1.1062
21781,1.1103
21782,1.0197
21784,1.0192
21785,4.8962
21796,3.259
21797,4.2925
21798,3.5425
21819,7.324
21820,4.737
21875,2.0235
21876,5.593999999999999
21891,10.107999999999999
21902,3.523
21903,4.1231
21907,15.28
21937,2.177
21938,3.9165
21965,10.3233
21984,5.4057
22006,2.3215
22007,4.8638
22015,8.6816
22034,1.0241
22035,1.1089
22036,1.05
22037,1.0302
22038,1.0663
22039,1.131
22040,5.006
22076,7.79
22079,16.1133
22080,1.9396
22081,5.7725
22097,10.368
22109,9.1264
22161,1.7596
22176,10.1953
22182,1.0484
22183,1.0222
22184,1.0387
22185,1.117
22188,5.8932
22196,2.5034
22197,3.8237
22207,2.0442
22208,6.164
22219,6.51
22220,12.8027
22236,6.9758
22237,4.186
22276,9.1937
22282,7.837000000000001
22283,5.0522
22284,6.18
22285,9.007
22286,4.607
22287,4.0454
22307,1.4391
22308,4.365
22371,2.1465
22447,9.135
22487,2.0074
22488,3.912
22489,1.8542
22561,2.2644
22562,1.261
22565,11.7219
22566,10.9494
22590,1.946
22591,5.1108
22594,9.7463
22626,8.317
22627,4.4599
22647,1.0132
22648,1.1201
22651,6.0005
22670,15.47
22671,7.0559
22675,1.4180000000000001
22676,4.0753
22687,1.0045
22689,1.0505
22690,1.0155
22691,1.073
22693,5.7625
22725,26.49
22739,4.4791
22782,4.2412
22784,4.404
22802,6.2946
22803,9.7827
22823,6.3479
22830,9.264
22888,1.9284
22889,4.3907
22913,29.7336
22969,4.785
22970,4.6652
22973,1.8875
22999,1.0304
23000,1.002
23001,1.0464
23004,1.0282
23005,5.2832
23087,12.7967
23088,10.2638
23092,2.251
23093,6.138999999999999
23105,1.9809999999999999
23127,19.81
23177,20.98
23179,2.2378
23180,4.9746
23189,1.8327
23190,4.8233
23191,2.2542
23198,1.2126
23201,31.5
23233,3.2539999999999996
23278,2.938
23279,5.0556
23317,7.1433
23318,4.4332
23323,3.5092
23324,6.037999999999999
23342,5.7003
23343,8.232000000000001
23404,6.848
23405,8.5057
23411,10.3515
23412,4.8469999999999995
23431,2.0504
23432,7.4629
23440,5.3004
23441,1.0208
23442,1.0439
23443,1.0609
23445,1.03
23447,5.8821
23455,3.5869
23463,1.3707
23466,4.8672
23526,1.8672
23527,4.5246
23533,3.1623
23548,1.482
23560,9.5269
23561,13.892000000000001
23603,2.174
23604,3.9949
23608,9.7046
23637,19.43
23640,9.7539
23657,8.228
23659,3.92
23697,13.8519
23704,14.1314
23705,9.548
23710,5.9319
23711,8.3241
23725,4.7
23732,23.57
23751,4.225
23753,4.349
23773,2.1905
23774,5.2487
23790,1.052
23791,1.0366
23793,5.0135
23815,1.425
23827,2.536
23828,6.2969
23851,8.2809
23940,1.5335
24277,22.2151
24279,23.454
24285,1.3447
24286,1.5659999999999998
24297,5.388999999999999
24298,8.4888
24304,1.979
24306,4.401
24677,2.158
24678,4.5817
24721,2.1082
24727,1.0597
24731,5.8121
24753,3.0492
24772,2.1331
24773,4.5542
24793,3.3209
24795,3.01
24796,3.661
24797,9.3827
24809,9.8843
24827,19.730999999999998
24829,16.299
24836,4.221
24841,3.6704
24842,3.8308
24870,3.681
24871,5.0327
24873,4.2155
24883,2.6748
24903,3.1095
24907,3.6289999999999996
24920,1.3502
24921,1.2819
24925,1.3559999999999999
24926,1.3359999999999999
24944,3.3678
24946,2.519
24948,3.695
24953,2.0088
24955,5.732
24967,3.458
24971,3.912
25042,3.569
25043,4.2949
25077,3.2961
25078,3.3446
25104,3.415
25105,3.4888
25135,6.947
25138,3.813
25157,1.651
25160,3.4524
25161,1.409
25162,1.807
25163,2.2994
25164,1.8071
25165,2.0824
25260,6.193
25261,12.1964
25262,3.1510000000000002
25273,3.6574
25279,32.49
25280,1.5228
25281,1.3038
25286,3.4327
25306,2.6375
25307,2.4068
25308,2.2545
25309,2.4271
25319,3.5842
25320,3.7318
25338,5.292000000000001
25344,3.3548
25359,9.482000000000001
25363,1.0538
25369,5.9543
25394,6.8102
25400,9.9528
25406,5.6602
25407,11.3423
25424,15.4011
25461,17.93
25467,3.4454
25480,1.0845
25482,1.0059
25490,2.3369999999999997
25506,1.495
25510,9.4862
25527,3.7449
25544,399.0524
25560,1.8056
25561,1.2745
25567,1.9257
25569,5.2605
25590,2.0909999999999997
25592,4.5439
25606,3.16
25616,2.4189
25619,10.254000000000001
25621,1.8713
25622,1.891
25623,2.1998
25624,2.158
25634,6.3919
25637,9.8759
25649,2.4235
25650,2.3089
25651,2.3015
25652,2.0013
25667,20.91
25676,2.4984
25677,2.3345
25678,2.4169
25679,2.3375
25682,4.5153
25693,1.272
25695,9.5258
25727,10.482999999999999
25731,1.4199
25732,6.0514
25733,7.8405
25736,1.16
25758,3.4542
25759,6.0619
25770,2.3361
25771,2.2145
25772,2.5521
25773,2.2155
25774,8.8586
25789,2.7614
25791,7.2197
25851,2.191
25852,2.4658
25853,2.3919
25854,2.2432
25860,18.374000000000002
25861,12.344000000000001
25868,10.2113
25872,2.3241
25873,2.3316
25874,2.017
25875,2.4586
25876,8.6876
25883,2.3881
25884,2.1590000000000003
25885,2.3205
25886,2.0626
25892,2.1236
25893,4.3764
25907,2.1977
25908,1.8565
25909,2.4202
25910,1.9693
25919,3.873
25940,3.2248
25942,5.2324
25943,2.3506
25944,2.4682
25945,2.3214
25946,2.3172
25961,2.3619
25962,2.3174
25963,2.434
25964,1.9293
25968,13.4837
25977,6.7564
25979,11.1683
25991,3.9811
25994,12.444
26032,2.1503
26034,1.1892
26035,2.7337
26066,1.4439
26069,6.841
26070,10.3713
26072,16.6508
26081,2.4049
26082,2.5649
26083,2.0391
26084,2.2372
26086,1.2358
26102,3.2225
26103,2.0972
26109,15.69
26121,3.4209
26141,1.501
26220,2.7029
26222,4.7124
26299,21.12
26365,1.305
26366,1.268
26374,1.835
26375,1.3792
26384,1.7292
26387,4.841
26389,17.2316
26400,32.94
26474,13.7878
26490,20.98
26536,5.3128
26550,8.3563
26562,1.2512
26619,1.7209999999999999
26620,3.6235
26622,13.0744
26623,4.2219999999999995
26696,22.57
26700,15.0
26702,1.155
26703,2.249
26818,1.8842
26819,5.0877
26901,21.01
26957,3.2203
26960,4.878
26997,3.2688
26998,2.7177
27000,5.836
27001,6.7092
27006,9.5435
27061,5.7345
27367,3.1636
27370,2.4653
27371,0.94
27386,18.597
27387,17.123
27390,15.7194
27421,7.3278
27422,7.7882
27424,7.8419
27430,1.234
27431,2.2669
27432,6.1808
27433,6.727
27436,1.9789
27437,5.001
27453,4.8580000000000005
27457,3.3062
27466,6.9435
27470,19.664
27473,20.3066
27476,1.3404
27518,21.07
27534,1.868
27535,5.232
27561,5.1604
27593,13.21
27595,10.34
27597,17.287
27601,24.5997
27609,1.3843
27610,6.9474
27611,3.6355
27640,5.0821
27651,1.7809
27652,1.2815
27665,9.4905
27671,1.0705
27740,18.1619
27745,1.8822
27783,1.1606
27784,1.3769999999999998
27818,1.8768
27819,5.419
27821,6.45
27840,5.9476
27855,18.9
27859,1.446
27870,7.002999999999999
27871,15.0
27872,17.0
27940,6.4331
27946,29.05
27952,14.29
28050,6.1641
28051,5.7845
28054,4.3007
28057,2.2316
28059,5.8035
28060,2.8768
28061,5.7109
28118,11.93
28155,15.88
28188,7.4079999999999995
28220,1.5466
28222,11.628
28230,10.177999999999999
28254,3.1147
28255,2.4425
28352,12.1177
28353,8.3023
28359,6.3020000000000005
28367,5.379
28374,1.0257
28376,9.4421
28380,1.849
28381,4.5129
28395,6.5887
28413,1.237
28414,2.374
28415,4.078
28421,4.8106
28470,4.419
28479,1.3745
28480,10.0454
28485,7.6859
28499,16.0376
28517,1.58
28521,1.8312
28522,4.863
28528,6.905
28545,27.65
28637,1.554
28649,4.6921
28651,6.1554
28654,4.9159
28737,3.0739
28738,12.177
28773,4.1445
28787,19.23
28788,15.8489
28789,12.5892
28809,1.5851
28811,6.1367
28812,1.1840000000000002
28813,10.2016
28870,6.4967
28876,2.3729
28898,5.898
28904,38.94
28908,1.5290000000000001
28909,1.5727
28910,6.7761
28926,5.3288
28931,13.593
28932,15.7388
28938,21.22
28939,3.76
28944,13.5394
28948,26.24
28983,1.854
29092,3.667
29093,7.8218
29107,3.7945
29108,2.6001
29110,5.065
29164,18.3838
29165,32.11
29228,8.7657
29252,5.466
29256,6.6998
29268,2.0669999999999997
29269,5.3178
29271,6.6339999999999995
29275,41.19
29479,5.7356
29499,11.2479
29505,1.159
29506,2.4781
29507,3.951
29517,11.437000000000001
29522,4.481
29649,6.1625
29657,23.7889
29658,2.2985
29678,2.678
29710,2.2852
29712,2.5980000000000003
29713,10.0335
30324,10.46
30774,3.635
30775,1.7069999999999999
30777,1.6881
31113,1.3606
31114,7.807
31123,5.2387
31135,1.2619
31136,9.5282
31304,1.5217
31305,1.3
31490,3.0627
31571,2.2368
31573,2.4163
31574,2.2696
31576,2.2995
31598,4.6819999999999995
31698,2.2673
31699,5.922000000000001
31789,5.3829
31791,5.6319
31792,6.4839
31793,8.6948
31863,5.9585
32025,2.9587
32026,1.9262
32038,1.4737
32052,1.6656
32053,5.4336
32060,5.48
32062,2.512
32063,8.131
32263,2.1822
32264,2.1831
32265,1.9408
32266,1.9181
32289,5.129
32290,8.7898
32376,5.5722
32382,8.381
32390,20.22
32766,1.1837
32769,25.92
32783,2.316
32792,5.797999999999999
32957,6.1969
32958,6.5849
32959,8.13
33053,4.9326
33060,1.1201
33061,1.1461
33063,1.0769
33065,1.213
33066,6.632999999999999
33105,3.1623
33106,10.2471
33156,21.69
33272,20.5448
33276,24.5
33279,6.3563
33318,4.6389
33319,5.5739
33320,1.466
33321,1.3719999999999999
33323,3.877
33331,4.937
33374,5.3198
33393,3.1623
33396,2.8441
33397,4.8902
33398,7.6362
33405,4.1449
33408,1.301
33409,2.3517
33410,3.7866
33412,3.9248
33437,6.0928
33446,3.175
33454,6.0754
33492,4.6494
33500,15.8606
33504,4.1823
33505,3.9210000000000003
33591,5.122999999999999
34382,11.9569
34712,5.6105
34807,1.635
34839,3.1068
35495,6.3646
